"result_id","package","risk","authority","court","service","platform","deadline","costs","articles","source_id","source_authority","source_title","source_url","last_verified","automated_review","human_status","human_notes"
"R-SFDA-FOOD-POISON","01-القائد-القانوني-العام","MEDIUM","الهيئة العامة للغذاء والدواء","","","","","","""""","SRC-SFDA-FOOD-POISON","الهيئة العامة للغذاء والدواء","الدليل الإرشادي للإبلاغ عبر نظام تيقظ","https://www.sfda.gov.sa/sites/default/files/2023-05/Dfhj78ht67.pdf","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SFDA-MEDDEVICE","01-القائد-القانوني-العام","MEDIUM","الهيئة العامة للغذاء والدواء","","","","","","""""","SRC-SFDA-MEDDEVICE","الهيئة العامة للغذاء والدواء","المركز الوطني لبلاغات الأجهزة والمستلزمات الطبية","https://www.sfda.gov.sa/ar/eservices/%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A-%D9%84%D8%A8%D9%84%D8%A7%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%AC%D9%87%D8%B2%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%84%D8%B2%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%A9","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SAKANI-ELIGIBILITY","01-القائد-القانوني-العام","MEDIUM","برنامج سكني","","","سكني","","","""""","SRC-SAKANI-ELIGIBILITY","برنامج سكني","التحقق من استحقاق الدعم السكني","https://sakani.sa/services/check-eligibility","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SAKANI-ELIGIBILITY-APPEAL","01-القائد-القانوني-العام","HIGH","وزارة البلديات والإسكان — برنامج سكني.","","","سكني","","لا توجد رسوم قضائية مثبتة لرفع اعتراض عدم الاستحقاق داخل سكني.","""""","SRC-SAKANI-ELIGIBILITY","برنامج سكني","التحقق من استحقاق الدعم السكني","https://sakani.sa/services/check-eligibility","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SAKANI-GRIEVANCE","01-القائد-القانوني-العام","MEDIUM","برنامج سكني","","","سكني","","","""""","SRC-SAKANI-POLICY","برنامج سكني","لائحة الدعم السكني","https://sakani.sa/housing-subsidy-policy","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-SAKANI-DEVELOPMENTAL","01-القائد-القانوني-العام","MEDIUM","برنامج سكني","","","سكني","","","""""","SRC-SAKANI-DEVELOPMENTAL","برنامج سكني","طلب الاستفادة من خدمة الإسكان التنموي","https://sakani.sa/services/tanmwy","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-DIGITAL-NAFATH-SUPPORT","01-القائد-القانوني-العام","MEDIUM","النفاذ الوطني الموحد","","","النفاذ الوطني الموحد / تطبيق نفاذ","","","""""","SRC-IAM-NAFATH","النفاذ الوطني الموحد","النفاذ الوطني الموحد","https://www.iam.gov.sa/","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-DIGITAL-TAWAKKALNA-SUPPORT","01-القائد-القانوني-العام","MEDIUM","توكلنا","","","توكلنا","","","""""","SRC-TAWAKKALNA-SUPPORT","توكلنا","توكلنا","https://ta.sdaia.gov.sa/","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-MUN-BALAG-940","01-القائد-القانوني-العام","MEDIUM","وزارة البلديات والإسكان — منصة بلدي","","","منصة بلدي","","","""""","SRC-BALADY-REPORTS-940","وزارة البلديات والإسكان — منصة بلدي","البلاغات البلدية","https://balady.gov.sa/ar/services/البلاغات-البلدية","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-MUN-FINE-OBJECTION","04-القطاعات-التنظيمية","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","منصة بلدي","","","""""","SRC-BALADY-OBJECTION","منصة بلدي — وزارة البلديات والإسكان","منصة الاعتراضات الموحدة — الاعتراض على الغرامات البلدية","https://balady.gov.sa/ar/all-products/10634","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-MUN-LICENSE-GRIEVANCE","01-القائد-القانوني-العام","MEDIUM","لجنة التظلمات والشكاوى المختصة في الأمانة أو البلدية.","","","منصة بلدي","","","""""","SRC-BOE-MUNICIPAL-LICENSING","هيئة الخبراء بمجلس الوزراء","نظام إجراءات التراخيص البلدية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-MUN-LICENSE-DAMAGE","01-القائد-القانوني-العام","MEDIUM","لجنة التظلمات والشكاوى المختصة في الأمانة أو البلدية.","","","منصة بلدي","","","""""","SRC-BOE-MUNICIPAL-LICENSING","هيئة الخبراء بمجلس الوزراء","نظام إجراءات التراخيص البلدية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-MUN-COMMITTEE-JUDICIAL","03-الإداري-والعمالي-والتجاري","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","المحكمة الإدارية","","منصة معين الرقمية","","","""""","SRC-BOE-MUNICIPAL-LICENSING","هيئة الخبراء بمجلس الوزراء","نظام إجراءات التراخيص البلدية","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/1dd4c3d4-f4e9-4c15-852f-a9a700f21cab/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SP-ADMIN-GRIEVANCE-RESPONSE","03-الإداري-والعمالي-والتجاري","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","منصة معين الرقمية","","","""""","SRC-BOE-BOG-PLEADINGS","هيئة الخبراء بمجلس الوزراء","نظام المرافعات أمام ديوان المظالم","https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/f2f7b465-b576-4f47-a8e7-a9a700f27202/1","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-SP-TRAFFIC-VIOLATION-OBJECTION","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","أبشر","","","""""","SRC-ABSHER-TRAFFIC-OBJECTION","منصة أبشر","الاعتراض على المخالفات المرورية — أبشر","https://www.absher.sa/wps/portal/individuals/static/guide/service-contents/!ut/p/z0/tY5NC4JAFEX_ii1cxntTKLa0DKUi-qJyNjHoGK9iqplR-vlZVEit2917uFwOcNgCV6KivbB0VuJU95T7O8aiIOnEOMFpFKI_Rm-47k0YMg-WQsMIeHMUjBcRzgczn62SpBv0vccLHa5XHgLPzsrKm4XtMyhrXCSVU0V5KU7GEdpFaaSuKJPGKevk7EvKZYO6aLUoCsrab_It8Gv5Z4EP2b0IY3A5xps2T1t3wDxqyA!!/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-NAJIZ-JUDICIAL-COSTS-OBJECTION","02-القضاء-والتنفيذ-والأحوال","LOW","المحكمة أو الجهة القضائية المختصة بحسب نوع الدعوى والمرحلة المبينة في النتيجة.","","التكاليف القضائية","ناجز","15 يومًا. صفحة الخدمة الحالية تذكر من تاريخ إنشاء الفاتورة، ونظام التكاليف القضائية م11 يقرر الاعتراض على تحديد مبلغ التكاليف خلال 15 يومًا من تاريخ التبليغ؛ عند التطبيق يعتمد الحدث النظامي المرتبط بالتقدير/التبليغ الظاهر في ناجز.","رسوم الخدمة نفسها: لا يوجد.","""""","SRC97-COST","وزارة العدل","التكاليف القضائية","https://www.moj.gov.sa/ar/eservices/pages/143507f9-e5db-4423-a0c1-9f489c6c3893.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-ID-RENEW","01-القائد-القانوني-العام","LOW","وكالة وزارة الداخلية للأحوال المدنية — عبر منصة أبشر بحسب الخدمة.","","","أبشر","","","""""","SRC162-ABSHER-CIVIL","منصة أبشر — وزارة الداخلية","خدمات الأحوال المدنية: الهوية الوطنية، تسجيل المواليد، وسجل الأسرة","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals+AR/eServices+User+Guide/eServices/Civil-Affairs-Services/","2026-09-23","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-ID-LOST","01-القائد-القانوني-العام","LOW","وكالة وزارة الداخلية للأحوال المدنية — عبر منصة أبشر بحسب الخدمة.","","","أبشر","","","""""","SRC162-ABSHER-CIVIL","منصة أبشر — وزارة الداخلية","خدمات الأحوال المدنية: الهوية الوطنية، تسجيل المواليد، وسجل الأسرة","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals+AR/eServices+User+Guide/eServices/Civil-Affairs-Services/","2026-09-23","REVIEWED","NEEDS_REVIEW",""
"R-CIVIL-ID-DAMAGED","01-القائد-القانوني-العام","LOW","وكالة وزارة الداخلية للأحوال المدنية — عبر منصة أبشر بحسب الخدمة.","","","أبشر","","","""""","SRC162-ABSHER-CIVIL","منصة أبشر — وزارة الداخلية","خدمات الأحوال المدنية: الهوية الوطنية، تسجيل المواليد، وسجل الأسرة","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals+AR/eServices+User+Guide/eServices/Civil-Affairs-Services/","2026-09-23","REVIEWED","NEEDS_REVIEW",""
"R-PASSPORT-SA-RENEW","04-القطاعات-التنظيمية","MEDIUM","منصة أبشر","","","أبشر","","","""""","SRC-ABSHER-PASSPORT-SERVICES","منصة أبشر","خدمات الجواز السعودي","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals/eServices%2BUser%2BGuide/eServices/Passport-Services/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-PASSPORT-SA-ISSUE","04-القطاعات-التنظيمية","MEDIUM","منصة أبشر","","","أبشر","","","""""","SRC-ABSHER-PASSPORT-SERVICES","منصة أبشر","خدمات الجواز السعودي","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals/eServices%2BUser%2BGuide/eServices/Passport-Services/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-PASSPORT-SA-LOST","04-القطاعات-التنظيمية","MEDIUM","منصة أبشر","","","أبشر","","","""""","SRC-ABSHER-PASSPORT-SERVICES","منصة أبشر","خدمات الجواز السعودي","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals/eServices%2BUser%2BGuide/eServices/Passport-Services/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-IQAMA-RENEW","01-القائد-القانوني-العام","MEDIUM","منصة أبشر","","","أبشر","","","""""","SRC-ABSHER-IQAMA-RENEW","منصة أبشر","تجديد هوية مقيم","https://www.absher.sa/wps/portal/individuals/static/guide/service-contents/!ut/p/z1/jVNbc6IwFP4rvvRph8lJgACPCJRYdBexaOHFoRI66SpSiOzuv9_oujOtTqV5OrfvfOcWlKMnlNdFL14KKfZ1sVV6ltM1xr7NSAhT-O67QCMwg6UzxYBNtPoYYJu-DnMviJiPQ32eAso_uKPEV-6Y4kfGdHv8Hw-fPPcCP8x_RXDEw8QwGDZIBEkyBtd1nEXIFgA_yBlverE3sWc6DuPUAnJvGQ8ejcIlWF_jv0HwJTwlUw8zW-GXVNUfkNg27zGBCR2qf4myMcr6LP7WuJfDuGbLb896hfKLfV2vcyjHv4BbAz0F3Op46GYWvEaZatX6tFVG0aoX_BdK6327U3e8OGZdebP1PA0ShW1a3vFans78ke-abSE5yjre9mLDRyWXhdgeIc1GlCizwNSJww1t4xCqGdWzrhVVpWuVrkNZEUoriyMG6GFo2-o7ide3t9xF-WZfS_5boqeTUMvuDkRdil6Uh2KrFH4uphsdlDR6OYiSv7PeQVN0XbNvpXZhamW3PptM1OzS06v_aD-ToPLHM_5szzr3L9DMMpw!!/dz/d5/L0lHSkovd0RNQUZrQUVnQSEhLzROVkUvYXI!/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-PASSPORT-VISA-GUIDE","04-القطاعات-التنظيمية","MEDIUM","منصة أبشر","","","أبشر","","","""""","SRC-ABSHER-VISAS","منصة أبشر","إصدار تأشيرة الخروج والعودة أو الخروج النهائي — أبشر","https://www.absher.sa/wps/wcm/connect/individuals/contents/individuals/eServices%2BUser%2BGuide/eServices/Passport-Services/","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-UNI-COMPLAINT","01-القائد-القانوني-العام","MEDIUM","وزارة التعليم","","","","","","""""","SRC-MOE-TAWASUL-UNI","وزارة التعليم","تواصل — الشكاوى والاستفسارات للجامعات وقطاعات التعليم","https://www.moe.gov.sa/ar/contactus/Pages/Tawasul.aspx","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-UNI-DECISION-REVIEW","01-القائد-القانوني-العام","LOW","الجهة القضائية أو الرسمية المحددة في المصدر المرتبط بالنتيجة.","","","","","","""""","SRC-MOE-TAWASUL-UNI","وزارة التعليم","تواصل — الشكاوى والاستفسارات للجامعات وقطاعات التعليم","https://www.moe.gov.sa/ar/contactus/Pages/Tawasul.aspx","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-UNI-ADMISSION","01-القائد-القانوني-العام","MEDIUM","وزارة التعليم","","","","","","""""","SRC-MOE-UNIFIED-ADMISSION","وزارة التعليم","القبول الموحد في الجامعات والجهات التعليمية","https://www.moe.gov.sa/ar/knowledgecenter/eservices/pages/unified-admission.aspx","2026-09-21","REVIEWED","NEEDS_REVIEW",""
"R-POSTAL-COMPLAINT","01-القائد-القانوني-العام","MEDIUM","الهيئة العامة للنقل","","","","","","""""","SRC-TGA-POSTAL-RIGHTS","الهيئة العامة للنقل","حقوقك والتزاماتك مع شركات الطرود البريدية — الشكاوى والتصعيد","https://www.tga.gov.sa/ar/WebSiteFile/bd07e77a-640e-4dd7-a24d-23ca361e8ea6","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-POSTAL-DAMAGE","01-القائد-القانوني-العام","MEDIUM","الهيئة العامة للنقل","","","","","","""""","SRC-TGA-POSTAL-RIGHTS","الهيئة العامة للنقل","حقوقك والتزاماتك مع شركات الطرود البريدية — الشكاوى والتصعيد","https://www.tga.gov.sa/ar/WebSiteFile/bd07e77a-640e-4dd7-a24d-23ca361e8ea6","2026-09-20","REVIEWED","NEEDS_REVIEW",""
"R-POSTAL-ESCALATE","01-القائد-القانوني-العام","MEDIUM","الهيئة العامة للنقل","","","","","","""""","SRC-TGA-POSTAL-RIGHTS","الهيئة العامة للنقل","حقوقك والتزاماتك مع شركات الطرود البريدية — الشكاوى والتصعيد","https://www.tga.gov.sa/ar/WebSiteFile/bd07e77a-640e-4dd7-a24d-23ca361e8ea6","2026-09-20","REVIEWED","NEEDS_REVIEW",""
